	Cna_KPL3804	Cke_YSMAA5_1_D11	Cna_MSK194	Cna_KPL4072	Cke_CTNIH24	Cna_KPL4035	Cna_KPL3649	Cna_MSK071	Cke_CTNIH27	Cna_MSK185	Cke_EYE_437	Cke_LK1134	Cke_FDAARGOS_1055	Cna_KPL2825	Cyo_KPL2619	Cyo_MSK136	Cyo_c21Ua_68	Cmq_KPL4083	Cmq_MSK144	Cmq_c19Ua_121	Ctu_DSM_44922	Ctu_SK141	Ctu_KPL3807	Ctu_MSK207	Ccu_CTNIH19	Ccu_c8Ua_181	Cha_CTNIH22	Cha_CTNIH20	Cha_CTNIH21	Cha_CTNIH23
Cke_EYE_437	0.9782629987	0.9781874168	0.9782648070000001	0.9781007920000001	0.9754987891	0.9740919911	0.9773026689000001	0.9773711827	0.9779132563	0.9783645883000001	1.0	0.9825499190000001	0.9811368645	0.9810317075	0.9014584636	0.9021255721	0.9021784368	0.8902747566	0.8867972165	0.8875090841000001	0.8898344199	0.8899083064000001	0.8854678428	0.8860623371	0.8669285319000001	0.8665045535	0.8740648302	0.8722104247	0.8730221774	0.8726206572
Cke_LK1134	0.9776979919000001	0.9777341206000001	0.9776825079	0.9761211222	0.9746613787	0.9726592178000001	0.9788051735000001	0.9791985254000001	0.9793914222000001	0.9811831278	0.9821917251000001	1.0	0.9842230350000001	0.9820873421	0.9002177433	0.90082211	0.9010589087	0.8887357012	0.8865235308	0.8864838897	0.8880875961	0.8884339204	0.8842192016	0.8857481734	0.8670311165	0.8671048082	0.8738853575000001	0.8723245303	0.8727418805	0.8720247265000001
Cke_FDAARGOS_1055	0.9804225801	0.9805061884	0.9804727916	0.9788160108	0.9766578880000001	0.9734825760000001	0.9816769996	0.9817687937	0.9827046732	0.9817907716000001	0.9816136795	0.9840603676	1.0	0.9854445965	0.9021339260000001	0.9035772387000001	0.9030586811	0.8888041079000001	0.8846984216	0.8858351332000001	0.8880827467	0.8881468502000001	0.8840095601	0.8850821549000001	0.8664728281	0.8686466253	0.8745198895	0.8728397353	0.8734305671	0.87291074
Cna_KPL2825	0.9802489329	0.9804384773	0.9802577299	0.9781548068	0.9754669367000001	0.9732250630000001	0.9817566165	0.9816634619000001	0.981386521	0.9801047932	0.9804105194	0.9818269573	0.9849047025000001	1.0	0.9020824065	0.9033387687000001	0.9026855399	0.8877799478	0.8848845034	0.8857373897	0.8872069756000001	0.8866610808000001	0.8838177854	0.8837383519	0.8656543125	0.8664790533000001	0.8741496287	0.8716991942000001	0.8720733811	0.8716329460000001
Cyo_KPL2619	0.8998479594000001	0.8999392860000001	0.8996844342	0.9006257632	0.9003988336000001	0.8995210158	0.9015722631	0.9013068066000001	0.9016228176000001	0.9019180147	0.9012404035	0.9000849813	0.9015368277	0.9016714548	1.0	0.9899566217	0.9906821819	0.8864289995	0.8865882586	0.8863941643000001	0.8883570696	0.8869783325	0.8864922792000001	0.8862813515	0.8656655118000001	0.8660503491	0.8732040154	0.8718898366000001	0.8701246937	0.8712094412
Cyo_MSK136	0.9002155727000001	0.9003299953	0.9001482221	0.8999038095	0.9000317279000001	0.8988293158	0.9016755731	0.9015767875	0.9018719193	0.9019581784	0.9014695421000001	0.9000299719	0.9031983760000001	0.9019588585	0.9906347387000001	1.0	0.9989327946000001	0.8849587441000001	0.8857855052	0.8856161702	0.8878267039000001	0.8863928764000001	0.8856402016	0.8863997201	0.8650673803000001	0.8672080171000001	0.8753254770000001	0.8709067247000001	0.8701530142	0.8704837782
Cyo_c21Ua_68	0.9006880769000001	0.9006174626000001	0.9006572191000001	0.9008251462	0.9006587707	0.8997483869	0.9018826848	0.9018511781	0.9022517509	0.9025549162000001	0.901893951	0.9010560763000001	0.9025899103	0.9020559181000001	0.9915453996	0.9995957573	1.0	0.8855817554000001	0.885898837	0.8856575372000001	0.888089517	0.8871346543	0.8857004048	0.8859845278	0.8656306729000001	0.8663012859	0.8734450734	0.8714466552000001	0.870077811	0.8704628131000001
Cmq_KPL4083	0.8873024929000001	0.8871656728	0.8871032447	0.8874391623000001	0.8874528129	0.8892249785	0.8880581537000001	0.8877674224000001	0.8873243943	0.8887493670000001	0.8883473029000001	0.8887888138000001	0.8878250117	0.8875585504	0.8864860413000001	0.8855901834000001	0.8854422442000001	1.0	0.966409159	0.9607336355	0.9371330287	0.9345313751000001	0.9352358257000001	0.9357321656	0.8803235068	0.8802314871	0.8949079646	0.8942502712	0.894801548	0.8963089713
Cmq_MSK144	0.8840497743	0.8842985014	0.8840850673	0.8836895086000001	0.8847524929	0.8852087205	0.8848509447	0.88493034	0.8845474750000001	0.885104396	0.8849816367000001	0.8861179103	0.8842913301	0.8839280145	0.8860352523	0.8860856890000001	0.8857822132000001	0.9660083248	1.0	0.9677386817	0.9394041839	0.9372239807	0.9386138176000001	0.9383372116	0.8801500539	0.8802993569	0.8937781465	0.893441653	0.8950240222	0.8965830560000001
Cmq_c19Ua_121	0.8854430640000001	0.8855944738	0.8854448799	0.8846743894	0.8852347717	0.8865268543	0.8854635161000001	0.8854789076	0.8854704502	0.8863261709	0.8867070640000001	0.8872214935	0.8860389999999999	0.8857504803	0.886724947	0.8865577618	0.885828363	0.9609637725	0.9679653555000001	1.0	0.9415251073	0.9401391916	0.9403878706000001	0.9409136216	0.8808281485	0.8814784021000001	0.8933327043	0.8931857197	0.8943752545	0.8964413665000001
Ctu_DSM_44922	0.8876087469	0.8873181698	0.8877763676	0.8862683128000001	0.8869937717	0.8866010679	0.888109628	0.8877282379	0.8859364365	0.8880015967	0.8894209386	0.8881743252000001	0.8867869655	0.886954863	0.8884891833	0.8884254209	0.8883367574000001	0.9369791353	0.9399321425	0.9405223832	1.0	0.9607521545000001	0.9491197151	0.9534560048	0.8802860591	0.8806227872	0.8900558325	0.8902326826	0.8900238737	0.8919258884
Ctu_SK141	0.8890730893000001	0.8891204621000001	0.8891200097	0.8868966115	0.8872688042	0.8882259462000001	0.8881750652	0.8882112729	0.8873102266	0.8891951034000001	0.8888812711	0.8886021825	0.8876641671000001	0.8866554524	0.8877935912	0.8879962822	0.8880558548	0.9359412543000001	0.9380744455000001	0.9406510990000001	0.9606779820000001	1.0	0.9491041659	0.9528738231	0.8802202245	0.8801805732	0.8894941973	0.8894993356	0.8899446325	0.8906808808000001
Ctu_KPL3807	0.8845515451	0.8843793143	0.8842322887	0.8837124662	0.8843912303	0.8850126748	0.8850405561	0.8848459233	0.8841389388	0.8847969836	0.8850474058000001	0.8845940356	0.8843023862	0.8841937835	0.8869768573000001	0.8871110466000001	0.8872155652	0.9345710302	0.9383494339	0.9404812699	0.9496440226	0.9484955875000001	1.0	0.9551509441	0.8831060472000001	0.8830848511	0.8930389571	0.8946455972	0.8949928058000001	0.8961628826
Ctu_MSK207	0.8849107674000001	0.8849039438	0.8847836712	0.8837286337	0.8846279348	0.8846727162	0.8845470955	0.8845065740000001	0.8839518309000001	0.8848479405	0.8850881761	0.885804813	0.8844767574	0.8832283132000001	0.8865764268	0.8867090913000001	0.8864688124000001	0.9358986167000001	0.9393504841	0.9411843406	0.9542143306	0.9531761517	0.9553821275000001	1.0	0.8811789067	0.8816149072	0.8906283729000001	0.8910886841000001	0.8919048911	0.8930567124000001
Ccu_CTNIH19	0.866182031	0.8659935351	0.8659072481000001	0.8661890087	0.8666276712000001	0.8660273311000001	0.8655586419	0.8654939274000001	0.8668703215	0.8656229229	0.8657202142	0.8668023927	0.8660518037	0.8655766264	0.8656116389	0.8651592560000001	0.8650848507000001	0.8801237928000001	0.8811644838	0.8795310195	0.8793029709	0.8800723784000001	0.8821814115000001	0.8803459971	1.0	0.9994013627	0.9331749229	0.9354089193	0.9336999187	0.9329316884000001
Ccu_c8Ua_181	0.8660420646	0.8661336517	0.8658687771	0.8659657253	0.8661196209	0.8660651109	0.8654076358	0.8653756909	0.866297356	0.8653900145000001	0.8650393879	0.8666544267	0.8675223577000001	0.865756968	0.8657451536	0.86693802	0.8656848881	0.8791639098	0.8806249312000001	0.8796409884	0.8788316466	0.8792821886000001	0.8814951515	0.8806332765	0.9988540698	1.0	0.9318360980000001	0.9347498564000001	0.9328072933	0.9328492229
Cha_CTNIH22	0.8735328551	0.8736313841000001	0.8734565153	0.8727505288	0.8724072662000001	0.8725114932	0.8734700865	0.8734036561	0.8739861446	0.8739590773	0.8731617659	0.8742293956	0.8740220632	0.8747563370000001	0.8730120098	0.8756295812	0.8735168043	0.8941221871	0.8936623538	0.8934110322000001	0.8900292334000001	0.8894435889000001	0.8923770360000001	0.8901123515	0.9331815782	0.9328553337000001	1.0	0.9758184397	0.9747982413	0.9728358920000001
Cha_CTNIH20	0.8726046011	0.8726968834000001	0.872558217	0.8719264224000001	0.8719521918	0.8705485424	0.8720877130000001	0.8719848025	0.8717121068	0.8719094732	0.8718929922	0.8726183757	0.8728326333	0.8720306705	0.8730021637000001	0.8723458779000001	0.8726668621	0.8941272628	0.8946408662	0.8934774592	0.8905162317	0.8897592976	0.8942934812000001	0.8913968069	0.9353444381	0.9354441983	0.9749788248000001	1.0	0.9789021027	0.9811096704000001
Cha_CTNIH21	0.8732637703	0.8732515315	0.8732474203	0.8719075036	0.8716561324000001	0.8713073159	0.8725779274000001	0.8722824904	0.8728209108	0.8723063990000001	0.8727227563000001	0.8729606699	0.8736978508000001	0.8725774023	0.8712952529	0.8721145584000001	0.8715090238000001	0.8951936217	0.8961305732	0.8949349237	0.8913633009	0.8905883456	0.8950669297	0.8925071244	0.9339851983	0.9336409727	0.9751119973000001	0.9793504938	1.0	0.9849631595
Cha_CTNIH23	0.87235966	0.8722879195000001	0.8722921769	0.8713798730000001	0.8715242349000001	0.8709322611	0.8711401699	0.8708959629	0.8714863909	0.8713018101000001	0.8716703335	0.8727394832	0.8728026458	0.8718886829	0.8710460208	0.8709614771	0.8706848639	0.896509522	0.8970899313	0.896265344	0.8921806927	0.8912130473000001	0.8963899806000001	0.8931301808000001	0.932969334	0.9330097781000001	0.9728525559000001	0.9811599139	0.9851162120000001	1.0
