	Cke_CTNIH27	Cke_YSMAA5_1_D11	Cna_KPL3804	Cna_MSK194	Cna_KPL3649	Cna_MSK071	Cke_CTNIH24	Cna_KPL4035	Cna_KPL4072	Cke_FDAARGOS_1055	Cna_KPL2825	Cke_EYE_437	Cke_LK1134	Cna_MSK185	Ccu_CTNIH19	Ccu_c8Ua_181	Cha_CTNIH22	Cha_CTNIH20	Cha_CTNIH21	Cha_CTNIH23	Cyo_MSK136	Cyo_KPL2619	Cyo_c21Ua_68	Ctu_DSM_44922	Cmq_c19Ua_121	Cmq_KPL4083	Cmq_MSK144	Ctu_SK141	Ctu_KPL3807	Ctu_MSK207
Cna_KPL2825	0.109805974752091	0.10589355914471074	0.10572790391440573	0.10396420195768957	0.10305525991390364	0.10431637729339548	0.1335607473410824	0.12704066521637397	0.11917152352217096	0.09867219829021753	7.698929636646588e-06	0.12126519530580007	0.11057496407195637	0.10851239427938666	0.317675655023263	0.3085869240380331	0.3066377839863797	0.31193885405361005	0.3074147562340652	0.3169016457139823	0.2403256435262106	0.2458808855608913	0.24645286383044326	0.3096434753000461	0.28338098925224725	0.27999798389055636	0.3009133818373152	0.28927119991291284	0.3246868253901423	0.3021973658537759
Cke_EYE_437	0.11979162344392874	0.12276581940511566	0.12467767414639253	0.12435621089127144	0.1014740644803138	0.10022705798267603	0.1325381290455814	0.14295813420876405	0.13363542877895276	0.10238183289691145	0.12004192889826933	-0.0	0.09049502308103782	0.1022421087245855	0.30802030310183226	0.32044450751204223	0.3192168705478699	0.3229185066868779	0.31552468709673465	0.3228410016056539	0.24171048792319294	0.2477173934174498	0.24362511166578615	0.2952969207566957	0.2930905736619225	0.2830057093019552	0.2972652431005069	0.27779517793408687	0.32169665810176806	0.29135277564710027
Cke_LK1134	0.07745199520235539	0.09421763380012399	0.09725651275204063	0.09468106508849322	0.06945067558468637	0.07406685830659997	0.10533889366936096	0.11002236710996426	0.1056928950008317	0.0725015192058806	0.09164218285766808	0.07449181001004754	-0.0	0.06811220057001847	0.2991734753694217	0.29915087810048163	0.2982738810704906	0.3004790281276276	0.3005953101775899	0.30786661353974953	0.23306224356038377	0.2400294840923013	0.2250471485062194	0.2870534985790696	0.2704110894172749	0.2620141662490248	0.27461752189114114	0.27188461082054544	0.30457956095311917	0.27191713822729524
Cna_MSK185	0.08982575115518375	0.09629492943112053	0.09753554331997788	0.09621323609694435	0.07311693565419722	0.07735308488723791	0.11041355645889704	0.1081948031251779	0.10119357874402705	0.08581598016120197	0.09467878787416752	0.0924113398537556	0.0719376028484907	0.00010713983926757073	0.30736605596241284	0.3055249877664701	0.2973275791485531	0.3083502668671214	0.3022783593055018	0.31858778950395833	0.22464665440787918	0.2311778323886987	0.21905850162792576	0.2807886861277142	0.2731546647577009	0.26282385510308964	0.2783572450398937	0.2684647458223876	0.3108487447115152	0.2729693091131679
Ccu_CTNIH19	0.2982168135566922	0.3047505469526128	0.30667007931330315	0.3051331394823671	0.30526303614317307	0.3069556785923311	0.30082108933293594	0.30935442065923346	0.30977239625128267	0.3043902256314745	0.303455315503121	0.3115524292171475	0.30141126127033124	0.3064786912242672	1.113606200561999e-05	0.03343948151550788	0.2192837171923629	0.2171106874375423	0.2135000769426171	0.22597743384389166	0.31673663474765723	0.3175161300912834	0.31632953231463806	0.3265731730425851	0.2981095751813428	0.2999947718508408	0.30254447901424325	0.29507592466559274	0.31386069814958895	0.28952673506284066
Ccu_c8Ua_181	0.32565817688925036	0.33050684243859896	0.33088923784298135	0.32886147611285216	0.32925761164885864	0.33102386636277975	0.32567391757010317	0.3308240655331581	0.334539184351204	0.31371613770759116	0.323570980509152	0.34716506410099074	0.33280423208245513	0.33289070421221484	0.062247973007023547	-0.0	0.24834971655642352	0.24240214131302057	0.2311271095257899	0.2573202915835577	0.3190631623340191	0.34204838337083276	0.33908737072556766	0.35653871321855823	0.31939518093086966	0.33089583775453363	0.33110248354540533	0.3287658276172536	0.34148686819568436	0.3231944554405671
Cha_CTNIH22	0.3338518366699584	0.32693898429756024	0.32681400787125514	0.32558635278177184	0.33289606881869593	0.33468964592050576	0.3379548732639299	0.3452276513480954	0.3349220587080943	0.32712652663321934	0.33079966122236004	0.3472838869889589	0.33626897963931285	0.33548953684883837	0.2564341161458899	0.2592878407454265	1.777215792383456e-05	0.1501414099016988	0.140191541574682	0.1626597672973051	0.3189464537614016	0.34742905888617126	0.34109101292529964	0.32771860594399677	0.2942720130247293	0.3065171756383987	0.3212238698123238	0.32699336601667717	0.3104841417159013	0.3169485325734473
Cha_CTNIH20	0.30284542791059044	0.3020962695129978	0.30289054914129615	0.3018911348773227	0.3106112421719059	0.31072246736912623	0.30954676649899754	0.317647865053334	0.31266039919455385	0.28937674973984706	0.2991119196630396	0.31695493896884114	0.3032122250123604	0.3126788668040673	0.22535017110992375	0.2214199253612399	0.11264905117460974	2.200244205187935e-05	0.09796600886828864	0.11121100309962569	0.3041020125787694	0.3087505995170791	0.31034058694642963	0.3021428054810072	0.258050491887769	0.27594409800972103	0.2845772755923423	0.301829096297712	0.2807813862492649	0.2810295596986479
Cha_CTNIH21	0.31793165036391197	0.31388507922004744	0.31552441468335235	0.31272123331306856	0.31907065187501804	0.32204615438843825	0.32606007706100426	0.3353722722439013	0.3248271607787531	0.2915129314979804	0.31538725416848773	0.3299701729859817	0.324951669215186	0.3241921849831363	0.23566301528043146	0.22821971538773708	0.12400734973372697	0.11815089830955333	4.411909732460343e-06	0.08710474916685765	0.31220433276292586	0.3399724441065787	0.3341238143247477	0.3168679491107152	0.28865181690197506	0.29012054417550953	0.2980977336143062	0.3178947991126345	0.291786911922919	0.2960803629096519
Cha_CTNIH23	0.29925192555409874	0.297991884929393	0.2999679703635604	0.29910964393580586	0.3033266255886766	0.30730867187377603	0.3049695576512849	0.31707459791007586	0.307575137237307	0.290828419681763	0.3048522905792257	0.3116306867908355	0.30401518461835475	0.3146585675708206	0.2176449900228884	0.22274910936666395	0.12364658437052985	0.10534137850760937	0.05995683917040536	-0.0	0.31436139970343513	0.31896550267626134	0.3192926231650945	0.29521534268022165	0.2699421316851325	0.26684029663004505	0.2789195328159922	0.2931533802628696	0.2684391684381225	0.28183674531220837
Cyo_MSK136	0.24206526058263483	0.2511889568384909	0.2516451093641551	0.24938714501357234	0.24355348992407885	0.24520269630754477	0.2575641374925834	0.2544446204103442	0.2505672995939217	0.22724106115347065	0.24219355424567318	0.2486378166610561	0.25410438536568575	0.24221469462754233	0.3401729043731888	0.3077875634065287	0.29594325733292826	0.3235175264288832	0.30215802056652313	0.33499579423887693	0.00045168119259318863	0.09192284087009968	0.06716414042107868	0.3085154538404858	0.2814911532669636	0.2885724431141236	0.2900863052379388	0.3020203313518571	0.3232597651707992	0.30239553788800627
Cyo_KPL2619	0.19520277484638063	0.1994845390461247	0.19742016564079604	0.1961007356646402	0.19293412145633548	0.19453873649827302	0.20308960817403188	0.20228098839928743	0.1973677559440301	0.19927002017704518	0.18971586676665683	0.1980486723267423	0.20488775184743546	0.1923122944234655	0.28021132768832807	0.27331450010937497	0.2689509588907378	0.27312085620643217	0.2783946457594817	0.2837222532943514	0.03772796721308777	6.461168729009994e-05	0.039100681933316415	0.25789537501527077	0.23041583224011922	0.22922249822901147	0.23530024780165465	0.25068218723026375	0.2709343358673488	0.24774555183185404
Cyo_c21Ua_68	0.21505300373685035	0.2154000596810259	0.21927620751279997	0.2170039592404704	0.215227909830327	0.21490113356019663	0.22672073255477168	0.22767089779872526	0.22372634110319345	0.2227025411984678	0.22100080189232527	0.22206743191344497	0.2216022111644748	0.20976850720957654	0.30876465899441674	0.3002498953262897	0.29463511519346625	0.30261662200128864	0.3011232421378094	0.3140264750330895	0.0380564346046658	0.06582765987996937	-0.0	0.28544961863221374	0.2614981608235579	0.26008259866775657	0.25415803174884527	0.2737744488192338	0.30242562782015836	0.27482265524827204
Ctu_DSM_44922	0.2864265099337221	0.2936471418896006	0.3008553310040188	0.29788163842944243	0.2837553292756272	0.2888233830990718	0.2825706328121202	0.3039749123201313	0.3036134275133143	0.27743291443671547	0.29742202577185417	0.2827954588862002	0.2880973806803057	0.2822094840179079	0.33038198429440885	0.32802617493063	0.2897091824516684	0.29122795834783866	0.29628910894893035	0.2938226193461289	0.29049133874782473	0.290581801538753	0.28991103033375754	-0.0	0.21892861253704843	0.22803876019741204	0.2403990584469177	0.1628594328742351	0.2143759161045495	0.19584533941866086
Cmq_c19Ua_121	0.28195211843791274	0.28338782567503434	0.28464296003578654	0.28259139954254936	0.28685123715769617	0.2864795339244878	0.2842948248576354	0.28442540834364866	0.2859480390237919	0.2778551317851263	0.28277433127229895	0.29793610999382353	0.28663121892514065	0.28771301813059347	0.3086003758831913	0.30332237698054654	0.2703758684327241	0.26897475982644414	0.2806262417408338	0.28661051757183137	0.2808917080477302	0.28527784186506966	0.28458936221412384	0.2342011677893944	2.4424029825772056e-06	0.18437552714758956	0.1754892780961387	0.2094026018135702	0.22561084483111207	0.2131382065040401
Cmq_KPL4083	0.249479005514552	0.24801386495185218	0.24895298333092106	0.24724818011343558	0.23902632633192317	0.24113440709005438	0.24949764464647678	0.24808258335085928	0.24214842275222806	0.23098793167359694	0.24646608566867154	0.25505553766923383	0.24129713732166677	0.24131820275248467	0.277385335201597	0.2810719144302195	0.2462715004572352	0.24458789840766584	0.24585507757760336	0.24576813454276183	0.24757101666859152	0.24560702537789103	0.24727916106259518	0.20388053244812257	0.1476829439466068	3.449309487994037e-05	0.13509277998415936	0.1992619145490275	0.20864217524000642	0.19105413847910183
Cmq_MSK144	0.22912053129996987	0.2349331313521561	0.23629572066087143	0.23572197263505906	0.23001663140888845	0.23332277804954163	0.22601265337907386	0.235825829762697	0.2313663710979801	0.23816645580410187	0.24370297683994138	0.24540983161526214	0.22718356569339798	0.23306572618876104	0.2614647245848324	0.26155105135492424	0.23772438908233565	0.2347476494394571	0.2312043456489203	0.23627702872841994	0.23056126251144263	0.23430976344026724	0.22370808650922092	0.19680560534453445	0.12042004461029601	0.118191830789229	0.00046241509738344905	0.17913029329635885	0.18922668267666692	0.166754682115855
Ctu_SK141	0.2514868069944057	0.25576572480363546	0.2598470097532737	0.25648770427059703	0.2505207840997813	0.2489477973338891	0.2500906129912778	0.262732023472545	0.2601333675495449	0.25184631642261374	0.24972892603983915	0.2513405224213552	0.2506216924206641	0.24605964303702554	0.2723364260231471	0.27630621583321535	0.2671355822823584	0.27150226212303036	0.2719634474693829	0.27456301774006453	0.2610078732820701	0.26105782358314084	0.2614122839647554	0.1473353202416677	0.17514460030947296	0.20423569332236385	0.1956410337436531	4.2150008884521337e-07	0.18487936459709053	0.1613461672170737
Ctu_KPL3807	0.2538153382222198	0.26310691846671835	0.26416304124685835	0.263254969967887	0.2586908441948656	0.25804911645483974	0.256277272588495	0.2682851505801734	0.26420235290750493	0.25543184653986023	0.2579132358288721	0.2636031124328439	0.2570843081118501	0.26242905704648484	0.2629013120717432	0.26111929231702746	0.23112201061832494	0.22690784162341085	0.21927258356159268	0.22344402770271862	0.25944813982498627	0.2607357914597172	0.26052087109154715	0.16848116612333244	0.1660169930649784	0.18763949624158116	0.18743410904551064	0.16196316349372675	1.539931856883012e-05	0.15188006963145004
Ctu_MSK207	0.2448157767478314	0.24622732469008807	0.2489972024521878	0.24691398031223302	0.2375496704391088	0.23585213371690275	0.23532953498031592	0.24990993772539097	0.24791510160132915	0.23166842816608932	0.2455282599149877	0.2442565272648292	0.2329582023173049	0.2367131269796533	0.2525766632501115	0.2565960473649447	0.24006419844762467	0.23722459502192855	0.23522088167412847	0.24683068431552233	0.2418633609640739	0.24705155725452135	0.2434446560746396	0.15069131792541748	0.15968571003363574	0.17628869972608638	0.16296018165872173	0.14336597132237275	0.15426828550920207	1.9267585618647204e-05
