	Cke_CTNIH27	Cke_YSMAA5_1_D11	Cna_KPL3804	Cna_MSK194	Cna_KPL3649	Cna_MSK071	Cke_CTNIH24	Cna_KPL4035	Cna_KPL4072	Cke_FDAARGOS_1055	Cna_KPL2825	Cke_EYE_437	Cke_LK1134	Cna_MSK185	Ccu_CTNIH19	Ccu_c8Ua_181	Cha_CTNIH22	Cha_CTNIH20	Cha_CTNIH21	Cha_CTNIH23	Cyo_MSK136	Cyo_KPL2619	Cyo_c21Ua_68	Ctu_DSM_44922	Cmq_c19Ua_121	Cmq_KPL4083	Cmq_MSK144	Ctu_SK141	Ctu_KPL3807	Ctu_MSK207
Cna_KPL2825	0.8960079666	0.8995203887000001	0.8996694113	0.9012575601	0.9020771234	0.9009402153	0.874974315	0.8806978581	0.8876555339000001	0.9060396607000001	0.9999923011	0.8857990187	0.8953192109	0.897167775	0.7278388210000001	0.7344841051000001	0.7359171136	0.7320262873000001	0.7353455485	0.7284023931	0.7863717425000001	0.7820153687	0.7815682008	0.7337084948	0.7532327596	0.7557852652	0.7401418797	0.7488091009000001	0.7227536663	0.7391921592
Cke_EYE_437	0.8871052694	0.8844707642	0.8827813999999999	0.8830652274	0.9035046119000001	0.9046319908	0.8758695374000001	0.8667903570000001	0.8749089731	0.9026848111	0.8868832499	1.0	0.9134788802	0.9028109468000001	0.7349003971	0.7258263301	0.7267179285	0.7240328558	0.7294060639000001	0.7240889742000001	0.7852834937000001	0.7805805093	0.7837814097	0.7443105534000001	0.7459545738000001	0.7535154858	0.7428469512	0.7574519485000001	0.7249180550000001	0.7472520192000001
Cke_LK1134	0.9254714504	0.9100846755	0.9073232363	0.9096630115000001	0.9329061473	0.9286096065	0.90001946	0.8958140983	0.8997009083	0.9300643337000001	0.9124315748	0.9282150761	1.0	0.9341556549000001	0.7414307783	0.7414475328	0.7420980653	0.7404634329	0.7403773353	0.7350133523	0.7921042686	0.7866046684	0.7984785708000001	0.7504715786	0.7630657416000001	0.7695001227	0.7598626985	0.7619421759	0.7374333550000001	0.7619173923
Cna_MSK185	0.9140904506	0.9081961228000001	0.9070701007	0.9082703194	0.9294921329	0.9255629936	0.8954637339	0.8974527528	0.9037580676	0.9177631023	0.909665083	0.9117300415	0.9305889601	0.9998928659	0.7353813609000001	0.7367364952000001	0.7428006465	0.7346579466000001	0.7391322919000001	0.7271752368000001	0.7987984208000001	0.793598326	0.8032747239	0.7551879003	0.7609750825	0.7688773192	0.7570263293	0.764552376	0.7328247111	0.7611161466
Ccu_CTNIH19	0.7421404162	0.737307275	0.7358933473	0.7370252407	0.7369295098	0.7356832067	0.7402101924000001	0.7339206073	0.7336139105	0.7375729904	0.7382628773000001	0.7323092151	0.73977347	0.736034202	0.9999888640000001	0.9671134377	0.8030938343	0.8048408786	0.807752098	0.7977361033	0.7285225974	0.7279549387	0.7288192411000001	0.7213915867	0.7422200064000001	0.7408220938000001	0.7389356204	0.7444750613000001	0.7306207979	0.7486177783
Ccu_c8Ua_181	0.7220519593	0.7185594447	0.7182847234	0.7197427114	0.7194576522	0.7181880283000001	0.7220405938000001	0.7183315372	0.7156678013000001	0.7307264244	0.7235605974	0.7066886697	0.7169105285	0.7168485384000001	0.9396498501	1.0	0.7800870862	0.7847405375000001	0.7936385806	0.7731205501	0.7268296396	0.7103138365	0.7124202017	0.700095368	0.7265883587	0.7182799828	0.7181315686	0.719811557	0.7107128005000001	0.7238330874000001
Cha_CTNIH22	0.716159883	0.7211277418	0.7212178714	0.7221038219	0.7168446928000001	0.7155601289	0.7132274728	0.7080591445000001	0.7153938429000001	0.7209925125000001	0.7183490678000001	0.7066047039000001	0.7144309126	0.7149879877	0.7738059742000001	0.7716008929	0.999982228	0.8605862724000001	0.8691917331000001	0.8498802963000001	0.7269144718	0.7065021322	0.7109941956	0.7205657541	0.7450737941000001	0.7360058767000001	0.7252608688000001	0.7210885267	0.7330919499	0.7283682414
Cha_CTNIH20	0.738713272	0.7392668926	0.7386799411	0.7394185574000001	0.7329987795	0.7329172561	0.7337794543	0.7278590479	0.7314982878	0.7487300684	0.741476419	0.7283635752000001	0.7384423638000001	0.7314847789000001	0.7982366504	0.8013800898000001	0.8934641653000001	0.9999779978000001	0.9066797223	0.894749934	0.7377855992	0.7343638979	0.7331971963	0.7392324909	0.7725562233000001	0.7588553511	0.7523322163	0.7394644313000001	0.7551934131	0.7550060174000001
Cha_CTNIH21	0.7276525215	0.7306029848000001	0.7294062626000001	0.7314537891	0.726824196	0.7246647431000001	0.7217618248000001	0.7150718354000001	0.7226522455000001	0.747132352	0.7295063152	0.7189451771	0.7225622748	0.7231112579000001	0.7900468628	0.7959493583	0.8833733483	0.88856196	0.9999955881	0.9165810795	0.7318319757	0.7117899365	0.7159651300000001	0.7284269382	0.7492730442000001	0.7481733742000001	0.7422287955	0.7276793369	0.7469276804	0.7437276575
Cha_CTNIH23	0.7413726152	0.7423073636	0.7408419492	0.7414781064	0.7383578904	0.7354235613	0.7371458145	0.7282764252	0.7352276225000001	0.747643948	0.7372322625000001	0.7322519086	0.7378496624	0.7300380904	0.8044109649000001	0.8003156158	0.8836920963	0.9000172236	0.9418051818000001	1.0	0.7302550665	0.7269006250000001	0.7266628798	0.7443712753	0.7634236711	0.7657953618000001	0.7566007823	0.7459077244	0.7645719315	0.7543968333000001
Cyo_MSK136	0.785004946	0.7778753728000001	0.7775206239	0.7792782213	0.7838375475	0.782545903	0.7729320508	0.7753469903	0.778359095	0.7967286988000001	0.7849042413	0.7798623754	0.7756108354	0.7848876483	0.7116472652	0.7350714575	0.7438296337	0.7235992757	0.7392212435000001	0.7153410949	0.9995484208000001	0.9121755295	0.9350417106000001	0.7345366007	0.7546575919	0.7493325192	0.7481989913	0.7393230333	0.7237858156	0.7390456865
Cyo_KPL2619	0.8226678248	0.8191528856	0.8208456697000001	0.8219294329	0.8245362916000001	0.8232142892000001	0.8162050995	0.816865366	0.8208886911000001	0.8193286282000001	0.8271941339000001	0.8203299248	0.8147387642	0.82504917	0.7556240403000001	0.7608534615	0.7641807310000001	0.7610008104	0.7569980165	0.7529757522	0.962974866	0.9999353904	0.9616538831	0.7726760691	0.7942032785	0.795151594	0.7903335181000001	0.7782696763	0.7626665746	0.7805585297000001
Cyo_c21Ua_68	0.8064986916	0.80621884	0.8030998653	0.8049267824	0.8063576424000001	0.806621184	0.7971433674	0.7963863092	0.799533904	0.8003528859	0.8017160374000001	0.8008613589	0.8012340229	0.8107719121	0.7343535732	0.7406331168	0.7448033053	0.7388823133	0.7399865696	0.7304996879	0.9626586121	0.9362922111	1.0	0.7516762107	0.7698972914000001	0.7709879006	0.7755692278	0.7605035884	0.739023449	0.7597068413
Ctu_DSM_44922	0.7509422633	0.7455395147	0.7401848468000001	0.7423892049	0.7529508472	0.7491445053	0.753843394	0.7378793779	0.7381461583000001	0.7577263954	0.7427304948	0.7536739294	0.7496885835	0.7541156928	0.7186491683	0.7203441645	0.7484812074	0.747345295	0.7435724235000001	0.7454087008	0.747896007	0.7478283533000001	0.7483301433	1.0	0.8033790673000001	0.7960934025	0.7863140132	0.8497106214	0.8070449468	0.8221393774
Cmq_c19Ua_121	0.7543098012	0.7532276102000001	0.7522828014	0.7538277393	0.7506233854000001	0.7509024464	0.7525447431000001	0.7524464796	0.7513016533	0.7574065377	0.7536898529	0.7423487669000001	0.7507885544	0.7499767911	0.734474225	0.7383610274	0.7630926180000001	0.7641625430000001	0.7553105863	0.7508040969	0.7551101034000001	0.7518053423000001	0.7523231232	0.7912026354	0.9999975576000001	0.8316234480000001	0.8390463933000001	0.8110686322	0.7980285982	0.8080444525
Cmq_KPL4083	0.7792066397	0.7803491237	0.7796166275	0.7809468540000001	0.7873941529	0.7857360108	0.7791921161	0.7802955012	0.7849396660000001	0.7937490452	0.7815578671000001	0.7748734621000001	0.7856081582000001	0.7855916092	0.7577624483000001	0.75497404	0.7817099615	0.7830271585	0.7820355512	0.7821035467	0.7806947765000001	0.7822295609000001	0.7809226599	0.8155597983	0.8627045973	0.9999655075	0.8736348521	0.8193352694	0.8116856249000001	0.8260878638
Cmq_MSK144	0.7952326773	0.7906237158	0.7895471540000001	0.7900002851	0.7945203884	0.791897925	0.7977080079000001	0.7899182422000001	0.7934487161	0.7880715011	0.7837203828	0.7823838269000001	0.7967745084000001	0.7921015100000001	0.7699230343	0.7698565722	0.7884199583	0.7907703758	0.7935772854	0.7895619123000001	0.7940877857	0.7911167189	0.7995484993	0.8213502839	0.8865479688000001	0.8885255897000001	0.9995376918000001	0.8359969675000001	0.8275988831000001	0.8464072247000001
Ctu_SK141	0.777643717	0.7743233523	0.7711695582	0.7737645085	0.7783953016	0.7796206706000001	0.7787302168	0.7689479297	0.7709487594000001	0.777364197	0.7790119243	0.7777574826	0.7783167590000001	0.7818755901000001	0.7615979966	0.7585806058	0.7655692668	0.7622335592	0.7618821093	0.7599041153	0.770274855	0.7702363805	0.7699634106000001	0.8630045460000001	0.8393356438	0.8152701948000001	0.8223073623	0.9999995785	0.8312045505000001	0.8509974327000001
Ctu_KPL3807	0.7758350559	0.768659709	0.7678483385	0.7685459162	0.7720616735	0.7725572859000001	0.7739273502	0.7646896983	0.7678181537000001	0.7745819252	0.7726622686	0.7682783993000001	0.7733030153	0.7691809304	0.7688177666	0.7701890365	0.7936426273	0.7969942286	0.8031027757	0.799759655	0.7714772159000001	0.7704844613	0.7706500719	0.8449471769	0.8470318404	0.8289134798000001	0.8290837455000001	0.8504725324	0.9999846008000001	0.8590913057
Ctu_MSK207	0.7828487439	0.7817444949	0.7795821543	0.7812078899	0.7885577220000001	0.7898974645	0.7903103718000001	0.7788709268	0.7804261974000001	0.7932090855	0.7822911760000001	0.7832866741000001	0.7921866844000001	0.7892176608	0.7767966588	0.7736806810000001	0.7865773624	0.7888141044	0.7903962463	0.7812729641	0.7851634542	0.7811004211	0.7839228602	0.8601131592	0.8524116513000001	0.8383759095000001	0.8496250184	0.8664369198	0.8570420582	0.9999807326000001
