,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Cna_KPL3649,Cmq_KPL4083,84.70,[80.9 - 87.8%],0.1087,94.77,36.50,[34.1 - 39%],0.1121,1.04,73.10,[69.6 - 76.3%],0.2086,84.14,0.99
Cna_KPL3649,Cmq_MSK144,86.00,[82.3 - 89%],0.1022,95.51,35.80,[33.3 - 38.3%],0.1150,0.84,73.70,[70.2 - 76.9%],0.2054,85.59,1.07
Cna_KPL3649,Cna_KPL2825,91.10,[88 - 93.5%],0.0748,97.66,84.50,[81.8 - 86.9%],0.0182,93.47,92.60,[90.2 - 94.5%],0.0916,99.69,0.07
Cna_KPL3649,Cna_KPL3649,100.00,[100 - 100%],0.0002,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - 100%],0.0002,99.99,0.00
Cna_KPL3649,Cna_KPL3804,93.90,[91.4 - 95.8%],0.0582,98.43,85.90,[83.3 - 88.2%],0.0166,94.19,94.90,[93 - 96.4%],0.0738,99.83,0.01
Cna_KPL3649,Cna_KPL4035,92.70,[89.8 - 94.7%],0.0659,98.1,77.30,[74.3 - 80.1%],0.0266,88.25,92.70,[90.4 - 94.5%],0.0908,99.7,0.09
Cna_KPL3649,Cna_KPL4072,93.70,[91.1 - 95.6%],0.0593,98.38,80.50,[77.6 - 83.2%],0.0227,91,94.10,[91.9 - 95.7%],0.0807,99.79,0.04
Cna_KPL3649,Cna_MSK071,99.80,[99.6 - 99.9%],0.0066,99.55,99.80,[99.6 - 99.9%],0.0005,98.24,99.90,[99.8 - 100%],0.0071,99.98,0.00
Cna_KPL3649,Cna_MSK185,95.50,[93.3 - 97%],0.0481,98.77,80.90,[78 - 83.5%],0.0223,91.23,95.50,[93.6 - 96.8%],0.0694,99.86,0.15
Cna_KPL3649,Cna_MSK194,94.30,[91.9 - 96.1%],0.0556,98.52,85.90,[83.3 - 88.2%],0.0166,94.18,95.20,[93.4 - 96.6%],0.0713,99.85,0.01
Cna_KPL3649,Ctu_DSM_44922,81.20,[77.3 - 84.6%],0.1262,92.19,36.30,[33.9 - 38.8%],0.1129,0.99,70.30,[66.8 - 73.5%],0.2248,75.06,1.24
Cna_KPL3649,Ctu_KPL3807,80.90,[77 - 84.3%],0.1278,91.9,35.30,[32.9 - 37.8%],0.1168,0.73,69.50,[66 - 72.7%],0.2297,71.74,1.42
Cna_KPL3649,Ctu_MSK207,84.70,[81 - 87.8%],0.1085,94.79,35.40,[33 - 37.9%],0.1165,0.75,72.40,[69 - 75.7%],0.2124,82.3,1.51
Cna_KPL3649,Ctu_SK141,84.10,[80.3 - 87.2%],0.1119,94.37,36.20,[33.8 - 38.8%],0.1131,0.97,72.50,[69 - 75.7%],0.2123,82.32,1.51
Cna_KPL3649,Cyo_c21Ua_68,86.90,[83.3 - 89.8%],0.0973,95.99,40.40,[37.9 - 42.9%],0.0982,2.98,77.10,[73.6 - 80.2%],0.1860,92.14,0.18
Cna_KPL3649,Cyo_KPL2619,88.10,[84.6 - 90.8%],0.0913,96.53,40.30,[37.8 - 42.8%],0.0986,2.9,78.00,[74.5 - 81.1%],0.1808,93.35,0.14
Cna_KPL3649,Cyo_MSK136,84.40,[80.7 - 87.6%],0.1099,94.62,40.40,[37.9 - 43%],0.0980,3.02,75.10,[71.6 - 78.3%],0.1972,88.79,0.03
