,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Cke_FDAARGOS_1055,Cke_YSMAA5_1_D11,91.00,[87.9 - 93.4%],0.0752,97.63,83.30,[80.5 - 85.8%],0.0196,92.8,92.40,[90 - 94.3%],0.0933,99.67,0.00
Cke_FDAARGOS_1055,Cmq_c19Ua_121,80.90,[77 - 84.3%],0.1277,91.92,35.90,[33.4 - 38.4%],0.1146,0.87,69.80,[66.4 - 73%],0.2276,73.18,1.03
Cke_FDAARGOS_1055,Cmq_KPL4083,85.60,[81.9 - 88.6%],0.1041,95.3,36.50,[34 - 39%],0.1121,1.04,73.80,[70.3 - 77%],0.2046,85.94,1.04
Cke_FDAARGOS_1055,Cmq_MSK144,83.50,[79.7 - 86.7%],0.1146,94.01,35.60,[33.1 - 38.1%],0.1158,0.79,71.60,[68.2 - 74.9%],0.2171,79.78,1.12
Cke_FDAARGOS_1055,Cna_KPL2825,90.50,[87.3 - 93%],0.0781,97.46,88.10,[85.6 - 90.2%],0.0142,95.09,92.70,[90.3 - 94.5%],0.0912,99.69,0.13
Cke_FDAARGOS_1055,Cna_KPL3649,93.80,[91.2 - 95.7%],0.0589,98.4,84.30,[81.5 - 86.7%],0.0184,93.37,94.60,[92.6 - 96.1%],0.0762,99.82,0.05
Cke_FDAARGOS_1055,Cna_KPL3804,91.50,[88.5 - 93.8%],0.0725,97.78,83.20,[80.4 - 85.7%],0.0197,92.73,92.70,[90.4 - 94.5%],0.0908,99.7,0.05
Cke_FDAARGOS_1055,Cna_KPL4035,88.30,[84.9 - 91.1%],0.0898,96.65,77.70,[74.7 - 80.4%],0.0262,88.58,89.40,[86.5 - 91.7%],0.1136,99.33,0.04
Cke_FDAARGOS_1055,Cna_KPL4072,90.10,[86.9 - 92.6%],0.0804,97.32,82.10,[79.2 - 84.6%],0.0210,92.04,91.50,[88.9 - 93.5%],0.0997,99.59,0.01
Cke_FDAARGOS_1055,Cna_MSK071,93.30,[90.6 - 95.3%],0.0619,98.28,84.30,[81.6 - 86.7%],0.0184,93.38,94.30,[92.2 - 95.8%],0.0791,99.8,0.05
Cke_FDAARGOS_1055,Cna_MSK185,92.50,[89.6 - 94.6%],0.0670,98.05,83.60,[80.8 - 86.1%],0.0192,92.98,93.50,[91.3 - 95.2%],0.0849,99.75,0.20
Cke_FDAARGOS_1055,Cna_MSK194,92.10,[89.1 - 94.3%],0.0693,97.95,83.20,[80.3 - 85.6%],0.0197,92.73,93.20,[90.9 - 94.9%],0.0876,99.73,0.06
Cke_FDAARGOS_1055,Ctu_DSM_44922,80.90,[76.9 - 84.2%],0.1280,91.86,36.30,[33.8 - 38.8%],0.1130,0.98,70.00,[66.5 - 73.2%],0.2265,73.91,1.29
Cke_FDAARGOS_1055,Ctu_KPL3807,81.00,[77.1 - 84.4%],0.1271,92.02,35.30,[32.9 - 37.8%],0.1169,0.72,69.50,[66.1 - 72.8%],0.2292,72.08,1.47
Cke_FDAARGOS_1055,Ctu_MSK207,84.80,[81 - 87.9%],0.1083,94.82,35.50,[33.1 - 38.1%],0.1159,0.78,72.60,[69.1 - 75.8%],0.2117,82.66,1.56
Cke_FDAARGOS_1055,Ctu_SK141,83.10,[79.3 - 86.4%],0.1167,93.7,36.20,[33.8 - 38.8%],0.1131,0.97,71.70,[68.2 - 74.9%],0.2166,80.03,1.56
Cke_FDAARGOS_1055,Cyo_c21Ua_68,84.90,[81.2 - 88%],0.1077,94.89,40.60,[38.1 - 43.1%],0.0975,3.14,75.60,[72.1 - 78.7%],0.1947,89.63,0.24
Cke_FDAARGOS_1055,Cyo_KPL2619,86.60,[83 - 89.6%],0.0987,95.86,40.40,[37.9 - 43%],0.0980,3.02,76.90,[73.4 - 80%],0.1870,91.86,0.19
Cke_FDAARGOS_1055,Cyo_MSK136,86.30,[82.6 - 89.3%],0.1005,95.68,40.90,[38.4 - 43.4%],0.0966,3.37,76.80,[73.4 - 80%],0.1874,91.77,0.09
