,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Cke_LK1134,Cmq_KPL4083,87.00,[83.4 - 89.9%],0.0968,96.04,36.60,[34.1 - 39.1%],0.1119,1.06,75.00,[71.5 - 78.2%],0.1979,88.53,0.84
Cke_LK1134,Cmq_MSK144,87.80,[84.3 - 90.6%],0.0927,96.41,36.00,[33.5 - 38.5%],0.1142,0.89,75.30,[71.8 - 78.4%],0.1963,89.08,0.93
Cke_LK1134,Cna_KPL2825,91.70,[88.7 - 93.9%],0.0715,97.83,84.90,[82.2 - 87.3%],0.0177,93.67,93.10,[90.8 - 94.9%],0.0880,99.72,0.07
Cke_LK1134,Cna_KPL3649,95.30,[93 - 96.8%],0.0497,98.72,81.70,[78.9 - 84.3%],0.0213,91.83,95.40,[93.5 - 96.7%],0.0700,99.85,0.15
Cke_LK1134,Cna_KPL3804,92.70,[89.8 - 94.8%],0.0658,98.11,80.70,[77.8 - 83.3%],0.0225,91.14,93.30,[91 - 95%],0.0869,99.73,0.15
Cke_LK1134,Cna_KPL4035,91.90,[88.9 - 94.1%],0.0705,97.88,76.50,[73.5 - 79.3%],0.0276,87.46,92.00,[89.5 - 93.9%],0.0961,99.63,0.24
Cke_LK1134,Cna_KPL4072,92.50,[89.6 - 94.6%],0.0668,98.06,79.10,[76.2 - 81.8%],0.0244,89.88,92.90,[90.5 - 94.7%],0.0896,99.71,0.19
Cke_LK1134,Cna_MSK071,95.30,[93.1 - 96.8%],0.0495,98.73,81.50,[78.6 - 84.1%],0.0216,91.69,95.40,[93.5 - 96.7%],0.0700,99.85,0.15
Cke_LK1134,Cna_MSK185,96.70,[94.8 - 97.9%],0.0398,98.99,83.70,[80.9 - 86.1%],0.0191,93.03,96.70,[95.2 - 97.7%],0.0581,99.9,0.00
Cke_LK1134,Cna_MSK194,93.20,[90.5 - 95.2%],0.0626,98.25,80.70,[77.8 - 83.3%],0.0225,91.11,93.70,[91.5 - 95.3%],0.0837,99.76,0.14
Cke_LK1134,Ctu_DSM_44922,82.50,[78.6 - 85.8%],0.1199,93.24,36.40,[33.9 - 38.9%],0.1126,1.01,71.30,[67.8 - 74.5%],0.2190,78.68,1.09
Cke_LK1134,Ctu_KPL3807,83.10,[79.3 - 86.4%],0.1165,93.74,35.40,[33 - 38%],0.1164,0.76,71.20,[67.8 - 74.5%],0.2193,78.49,1.28
Cke_LK1134,Ctu_MSK207,87.70,[84.2 - 90.5%],0.0930,96.38,35.80,[33.3 - 38.3%],0.1150,0.84,75.10,[71.6 - 78.3%],0.1974,88.72,1.36
Cke_LK1134,Ctu_SK141,85.50,[81.8 - 88.6%],0.1045,95.26,36.40,[34 - 38.9%],0.1125,1.01,73.70,[70.2 - 76.9%],0.2052,85.65,1.36
Cke_LK1134,Cyo_c21Ua_68,88.60,[85.2 - 91.3%],0.0885,96.75,40.10,[37.6 - 42.6%],0.0992,2.77,78.30,[74.9 - 81.4%],0.1789,93.76,0.04
Cke_LK1134,Cyo_KPL2619,88.30,[84.8 - 91%],0.0902,96.62,40.00,[37.5 - 42.5%],0.0996,2.69,78.00,[74.6 - 81.1%],0.1808,93.36,0.01
Cke_LK1134,Cyo_MSK136,84.60,[80.8 - 87.7%],0.1094,94.69,40.00,[37.5 - 42.6%],0.0993,2.73,75.00,[71.5 - 78.2%],0.1978,88.55,0.11
