,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Cke_CTNIH24,Cke_FDAARGOS_1055,87.70,[84.2 - 90.5%],0.0934,96.35,80.10,[77.1 - 82.7%],0.0233,90.65,89.20,[86.4 - 91.5%],0.1145,99.31,0.07
Cke_CTNIH24,Cke_LK1134,91.90,[88.9 - 94.1%],0.0705,97.89,77.90,[75 - 80.6%],0.0258,88.84,92.20,[89.8 - 94.1%],0.0945,99.65,0.27
Cke_CTNIH24,Cke_YSMAA5_1_D11,91.70,[88.8 - 94%],0.0712,97.85,80.20,[77.3 - 82.8%],0.0231,90.75,92.50,[90 - 94.3%],0.0927,99.68,0.07
Cke_CTNIH24,Cmq_c19Ua_121,82.00,[78.1 - 85.3%],0.1223,92.84,35.70,[33.2 - 38.2%],0.1154,0.81,70.50,[67 - 73.7%],0.2236,75.82,1.10
Cke_CTNIH24,Cmq_KPL4083,85.00,[81.3 - 88.1%],0.1072,94.96,36.10,[33.7 - 38.7%],0.1135,0.94,73.10,[69.6 - 76.3%],0.2085,84.19,1.11
Cke_CTNIH24,Cmq_MSK144,88.10,[84.7 - 90.9%],0.0909,96.56,35.70,[33.2 - 38.2%],0.1155,0.81,75.30,[71.9 - 78.5%],0.1959,89.23,1.19
Cke_CTNIH24,Cna_KPL2825,88.10,[84.6 - 90.9%],0.0910,96.55,80.00,[77.1 - 82.7%],0.0233,90.6,89.60,[86.8 - 91.8%],0.1123,99.36,0.19
Cke_CTNIH24,Cna_KPL3649,93.90,[91.4 - 95.8%],0.0581,98.43,79.70,[76.8 - 82.4%],0.0237,90.39,94.10,[92 - 95.7%],0.0804,99.79,0.12
Cke_CTNIH24,Cna_KPL3804,91.60,[88.6 - 93.9%],0.0719,97.81,80.40,[77.5 - 83%],0.0229,90.88,92.40,[90 - 94.3%],0.0931,99.67,0.11
Cke_CTNIH24,Cna_KPL4035,92.20,[89.3 - 94.4%],0.0686,97.98,84.80,[82 - 87.2%],0.0179,93.61,93.50,[91.2 - 95.2%],0.0852,99.75,0.03
Cke_CTNIH24,Cna_KPL4072,92.40,[89.6 - 94.6%],0.0671,98.05,83.90,[81.1 - 86.4%],0.0188,93.16,93.50,[91.3 - 95.2%],0.0847,99.75,0.08
Cke_CTNIH24,Cna_MSK071,93.90,[91.4 - 95.8%],0.0583,98.42,79.60,[76.7 - 82.3%],0.0238,90.27,94.10,[91.9 - 95.7%],0.0807,99.79,0.11
Cke_CTNIH24,Cna_MSK185,91.60,[88.6 - 93.9%],0.0717,97.82,78.20,[75.2 - 80.9%],0.0255,89.08,92.10,[89.6 - 94%],0.0954,99.64,0.27
Cke_CTNIH24,Cna_MSK194,92.00,[89.1 - 94.2%],0.0695,97.93,80.40,[77.4 - 83%],0.0229,90.86,92.70,[90.3 - 94.5%],0.0909,99.7,0.13
Cke_CTNIH24,Ctu_DSM_44922,83.20,[79.4 - 86.4%],0.1163,93.76,36.10,[33.6 - 38.6%],0.1138,0.92,71.70,[68.2 - 74.9%],0.2169,79.89,1.36
Cke_CTNIH24,Ctu_KPL3807,82.60,[78.7 - 85.9%],0.1193,93.32,35.20,[32.8 - 37.7%],0.1174,0.7,70.70,[67.2 - 73.9%],0.2227,76.43,1.54
Cke_CTNIH24,Ctu_MSK207,86.40,[82.8 - 89.3%],0.1000,95.73,35.30,[32.9 - 37.8%],0.1169,0.73,73.70,[70.2 - 76.9%],0.2052,85.66,1.62
Cke_CTNIH24,Ctu_SK141,84.80,[81.1 - 87.9%],0.1081,94.85,36.00,[33.6 - 38.5%],0.1140,0.9,72.90,[69.4 - 76.1%],0.2097,83.6,1.63
Cke_CTNIH24,Cyo_c21Ua_68,85.80,[82.2 - 88.8%],0.1029,95.43,40.10,[37.6 - 42.6%],0.0991,2.78,76.10,[72.6 - 79.2%],0.1918,90.51,0.30
Cke_CTNIH24,Cyo_KPL2619,87.20,[83.7 - 90.1%],0.0956,96.15,40.00,[37.5 - 42.6%],0.0994,2.73,77.20,[73.7 - 80.3%],0.1855,92.27,0.26
Cke_CTNIH24,Cyo_MSK136,82.90,[79.1 - 86.2%],0.1176,93.57,40.10,[37.6 - 42.6%],0.0992,2.76,73.70,[70.2 - 76.9%],0.2052,85.67,0.15
