,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Cmq_KPL4083,Cna_MSK071,84.10,[80.3 - 87.3%],0.1116,94.41,36.50,[34 - 39%],0.1121,1.04,72.60,[69.2 - 75.9%],0.2112,82.87,1.00
Cmq_KPL4083,Cna_MSK185,86.90,[83.3 - 89.8%],0.0973,95.99,36.60,[34.1 - 39.1%],0.1118,1.07,74.90,[71.4 - 78.1%],0.1983,88.4,0.84
Cmq_KPL4083,Cna_MSK194,85.10,[81.4 - 88.2%],0.1066,95.02,36.30,[33.8 - 38.8%],0.1130,0.98,73.30,[69.8 - 76.5%],0.2075,84.64,0.98
Cmq_KPL4083,Ctu_DSM_44922,85.90,[82.2 - 88.9%],0.1028,95.45,53.70,[51 - 56.4%],0.0634,30.69,81.70,[78.3 - 84.6%],0.1597,96.71,0.25
Cmq_KPL4083,Ctu_KPL3807,87.20,[83.7 - 90.1%],0.0957,96.15,53.10,[50.4 - 55.8%],0.0648,28.54,82.60,[79.3 - 85.5%],0.1543,97.26,0.43
Cmq_KPL4083,Ctu_MSK207,89.70,[86.5 - 92.3%],0.0823,97.19,53.10,[50.4 - 55.8%],0.0647,28.64,84.80,[81.6 - 87.5%],0.1417,98.22,0.51
Cmq_KPL4083,Ctu_SK141,86.70,[83.1 - 89.6%],0.0986,95.87,53.10,[50.4 - 55.8%],0.0647,28.64,82.20,[78.8 - 85.1%],0.1569,97.01,0.52
Cmq_KPL4083,Cyo_c21Ua_68,87.20,[83.6 - 90.1%],0.0958,96.13,35.80,[33.4 - 38.3%],0.1148,0.85,74.70,[71.2 - 77.9%],0.1996,87.92,0.81
Cmq_KPL4083,Cyo_KPL2619,89.20,[85.8 - 91.8%],0.0854,96.98,36.00,[33.6 - 38.5%],0.1140,0.9,76.40,[73 - 79.6%],0.1897,91.14,0.86
Cmq_KPL4083,Cyo_MSK136,84.90,[81.1 - 88%],0.1079,94.87,35.80,[33.4 - 38.4%],0.1147,0.86,72.80,[69.3 - 76%],0.2102,83.36,0.96
