,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Cke_CTNIH27,Cmq_KPL4083,81.60,[77.7 - 84.9%],0.1245,92.49,36.10,[33.6 - 38.6%],0.1137,0.92,70.40,[67 - 73.7%],0.2240,75.57,1.21
Cke_CTNIH27,Cmq_MSK144,84.60,[80.8 - 87.7%],0.1093,94.69,35.70,[33.3 - 38.2%],0.1152,0.83,72.50,[69.1 - 75.7%],0.2119,82.52,1.29
Cke_CTNIH27,Cna_KPL2825,88.30,[84.9 - 91%],0.0900,96.63,85.00,[82.3 - 87.4%],0.0176,93.75,90.50,[87.8 - 92.7%],0.1060,99.48,0.29
Cke_CTNIH27,Cna_KPL3649,93.20,[90.5 - 95.2%],0.0625,98.25,85.60,[82.9 - 87.9%],0.0169,94.03,94.40,[92.3 - 95.9%],0.0784,99.8,0.21
Cke_CTNIH27,Cna_KPL3804,92.40,[89.5 - 94.5%],0.0677,98.02,80.70,[77.8 - 83.3%],0.0225,91.13,93.00,[90.7 - 94.8%],0.0887,99.72,0.21
Cke_CTNIH27,Cna_KPL4035,91.50,[88.5 - 93.8%],0.0723,97.79,78.30,[75.3 - 81%],0.0254,89.14,92.00,[89.5 - 93.9%],0.0959,99.64,0.13
Cke_CTNIH27,Cna_KPL4072,93.60,[91 - 95.5%],0.0600,98.36,80.60,[77.7 - 83.3%],0.0226,91.07,94.00,[91.9 - 95.6%],0.0812,99.78,0.17
Cke_CTNIH27,Cna_MSK071,93.00,[90.3 - 95%],0.0637,98.2,85.60,[82.9 - 87.9%],0.0169,94.03,94.20,[92.1 - 95.8%],0.0796,99.79,0.21
Cke_CTNIH27,Cna_MSK185,90.90,[87.8 - 93.3%],0.0758,97.6,81.60,[78.7 - 84.2%],0.0215,91.74,92.00,[89.6 - 94%],0.0957,99.64,0.36
Cke_CTNIH27,Cna_MSK194,92.60,[89.7 - 94.7%],0.0665,98.08,80.80,[77.9 - 83.4%],0.0224,91.21,93.20,[90.9 - 94.9%],0.0874,99.73,0.22
Cke_CTNIH27,Ctu_DSM_44922,79.20,[75.3 - 82.7%],0.1363,90.21,35.90,[33.5 - 38.5%],0.1143,0.88,68.50,[65.1 - 71.8%],0.2350,67.79,1.45
Cke_CTNIH27,Ctu_KPL3807,79.90,[75.9 - 83.3%],0.1329,90.91,35.30,[32.8 - 37.8%],0.1171,0.71,68.60,[65.2 - 71.9%],0.2345,68.2,1.64
Cke_CTNIH27,Ctu_MSK207,82.00,[78.2 - 85.4%],0.1221,92.88,35.30,[32.8 - 37.8%],0.1171,0.72,70.30,[66.8 - 73.5%],0.2249,75.01,1.72
Cke_CTNIH27,Ctu_SK141,81.80,[78 - 85.2%],0.1230,92.73,36.10,[33.6 - 38.6%],0.1137,0.92,70.60,[67.2 - 73.9%],0.2228,76.37,1.73
Cke_CTNIH27,Cyo_c21Ua_68,84.90,[81.2 - 88%],0.1074,94.93,40.40,[37.9 - 43%],0.0981,3.01,75.50,[72 - 78.7%],0.1949,89.54,0.40
Cke_CTNIH27,Cyo_KPL2619,85.90,[82.2 - 88.9%],0.1027,95.45,40.20,[37.7 - 42.8%],0.0987,2.88,76.20,[72.7 - 79.3%],0.1912,90.69,0.35
Cke_CTNIH27,Cyo_MSK136,82.90,[79 - 86.1%],0.1180,93.52,40.40,[37.9 - 42.9%],0.0981,3.01,73.80,[70.4 - 77%],0.2045,85.98,0.25
