,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Cha_CTNIH21,Cna_KPL2825,80.10,[76.2 - 83.5%],0.1317,91.15,32.70,[30.3 - 35.2%],0.1284,0.3,67.10,[63.7 - 70.4%],0.2432,61.23,0.12
Cha_CTNIH21,Cna_KPL3649,79.00,[75 - 82.4%],0.1375,89.93,32.60,[30.2 - 35.1%],0.1288,0.29,66.20,[62.9 - 69.5%],0.2486,56.68,0.05
Cha_CTNIH21,Cna_KPL3804,80.90,[77 - 84.3%],0.1280,91.87,32.80,[30.4 - 35.3%],0.1280,0.31,67.80,[64.3 - 71%],0.2396,64.21,0.04
Cha_CTNIH21,Cna_KPL4035,77.60,[73.6 - 81.1%],0.1445,88.28,32.40,[30 - 34.9%],0.1298,0.27,65.10,[61.7 - 68.3%],0.2556,50.63,0.04
Cha_CTNIH21,Cna_KPL4072,79.10,[75.1 - 82.5%],0.1370,90.05,32.50,[30.1 - 35%],0.1293,0.28,66.30,[62.9 - 69.5%],0.2486,56.72,0.01
Cha_CTNIH21,Cna_MSK071,77.80,[73.8 - 81.4%],0.1433,88.59,32.60,[30.2 - 35.1%],0.1289,0.29,65.40,[62 - 68.6%],0.2537,52.25,0.04
Cha_CTNIH21,Cna_MSK185,79.90,[75.9 - 83.3%],0.1330,90.9,32.60,[30.2 - 35.1%],0.1288,0.29,66.90,[63.5 - 70.1%],0.2447,60.02,0.20
Cha_CTNIH21,Cna_MSK194,81.50,[77.6 - 84.8%],0.1250,92.4,32.80,[30.3 - 35.3%],0.1281,0.31,68.20,[64.8 - 71.4%],0.2371,66.2,0.06
Cha_CTNIH21,Ctu_DSM_44922,79.80,[75.8 - 83.2%],0.1334,90.82,37.00,[34.5 - 39.5%],0.1102,1.2,69.60,[66.1 - 72.8%],0.2289,72.26,1.29
Cha_CTNIH21,Ctu_KPL3807,85.30,[81.6 - 88.4%],0.1057,95.13,38.10,[35.7 - 40.6%],0.1060,1.66,74.50,[71.1 - 77.7%],0.2005,87.59,1.47
Cha_CTNIH21,Ctu_MSK207,84.60,[80.8 - 87.7%],0.1093,94.7,37.30,[34.9 - 39.8%],0.1089,1.33,73.50,[70 - 76.7%],0.2063,85.17,1.56
Cha_CTNIH21,Ctu_SK141,80.40,[76.5 - 83.8%],0.1304,91.41,36.80,[34.4 - 39.3%],0.1108,1.15,70.00,[66.5 - 73.2%],0.2268,73.76,1.56
Cha_CTNIH21,Cyo_c21Ua_68,80.20,[76.3 - 83.6%],0.1313,91.24,32.30,[29.9 - 34.8%],0.1302,0.26,66.90,[63.5 - 70.2%],0.2444,60.23,0.23
Cha_CTNIH21,Cyo_KPL2619,81.30,[77.4 - 84.7%],0.1258,92.26,32.20,[29.8 - 34.8%],0.1306,0.25,67.70,[64.3 - 70.9%],0.2399,63.92,0.19
Cha_CTNIH21,Cyo_MSK136,81.70,[77.8 - 85%],0.1238,92.59,32.40,[30 - 34.9%],0.1297,0.27,68.10,[64.7 - 71.4%],0.2375,65.88,0.08
