,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
Cmq_c19Ua_121,Cmq_c19Ua_121,100.00,[100 - NaN%],0.0000,99.62,100.00,[100 - NaN%],0.0000,98.3,100.00,[100 - NaN%],0.0000,99.99,0.00
Cmq_c19Ua_121,Cmq_KPL4083,86.50,[82.9 - 89.5%],0.0994,95.79,68.50,[65.5 - 71.3%],0.0383,75.38,86.10,[83 - 88.7%],0.1339,98.64,0.02
Cmq_c19Ua_121,Cmq_MSK144,88.70,[85.3 - 91.4%],0.0877,96.81,72.60,[69.6 - 75.5%],0.0325,82.63,88.80,[85.9 - 91.1%],0.1174,99.23,0.10
Cmq_c19Ua_121,Cna_KPL2825,82.20,[78.3 - 85.5%],0.1212,93.02,35.80,[33.4 - 38.3%],0.1149,0.84,70.70,[67.3 - 74%],0.2222,76.73,0.90
Cmq_c19Ua_121,Cna_KPL3649,80.90,[77 - 84.3%],0.1279,91.89,35.70,[33.3 - 38.2%],0.1153,0.82,69.70,[66.2 - 72.9%],0.2284,72.63,0.98
Cmq_c19Ua_121,Cna_KPL3804,82.30,[78.4 - 85.6%],0.1210,93.06,35.70,[33.3 - 38.2%],0.1153,0.82,70.70,[67.3 - 73.9%],0.2223,76.64,0.98
Cmq_c19Ua_121,Cna_KPL4035,81.40,[77.5 - 84.8%],0.1251,92.39,36.00,[33.6 - 38.6%],0.1139,0.91,70.30,[66.9 - 73.5%],0.2247,75.12,1.07
Cmq_c19Ua_121,Cna_KPL4072,81.90,[78 - 85.2%],0.1229,92.75,35.60,[33.2 - 38.1%],0.1157,0.79,70.40,[66.9 - 73.6%],0.2244,75.34,1.02
Cmq_c19Ua_121,Cna_MSK071,80.40,[76.4 - 83.8%],0.1305,91.4,35.70,[33.2 - 38.2%],0.1154,0.81,69.30,[65.8 - 72.5%],0.2308,70.9,0.98
Cmq_c19Ua_121,Cna_MSK185,82.40,[78.5 - 85.7%],0.1205,93.14,35.90,[33.5 - 38.4%],0.1145,0.87,70.90,[67.5 - 74.2%],0.2211,77.38,0.83
Cmq_c19Ua_121,Cna_MSK194,82.70,[78.8 - 86%],0.1189,93.39,35.70,[33.2 - 38.2%],0.1154,0.81,71.00,[67.6 - 74.3%],0.2205,77.76,0.97
Cmq_c19Ua_121,Ctu_DSM_44922,82.80,[79 - 86.1%],0.1181,93.5,55.60,[52.8 - 58.3%],0.0598,36.95,79.80,[76.3 - 82.8%],0.1708,95.21,0.26
Cmq_c19Ua_121,Ctu_KPL3807,87.00,[83.4 - 89.9%],0.0967,96.05,55.40,[52.7 - 58.2%],0.0600,36.54,83.20,[79.9 - 86.1%],0.1510,97.56,0.45
Cmq_c19Ua_121,Ctu_MSK207,87.40,[83.9 - 90.3%],0.0947,96.24,55.80,[53 - 58.5%],0.0594,37.71,83.60,[80.4 - 86.5%],0.1484,97.76,0.53
Cmq_c19Ua_121,Ctu_SK141,87.10,[83.5 - 90%],0.0965,96.07,55.30,[52.5 - 58%],0.0603,35.97,83.20,[79.9 - 86.1%],0.1510,97.55,0.54
Cmq_c19Ua_121,Cyo_c21Ua_68,83.20,[79.4 - 86.4%],0.1163,93.77,35.90,[33.4 - 38.4%],0.1145,0.87,71.60,[68.1 - 74.8%],0.2175,79.54,0.79
Cmq_c19Ua_121,Cyo_KPL2619,85.40,[81.7 - 88.4%],0.1052,95.18,36.00,[33.6 - 38.5%],0.1140,0.91,73.40,[69.9 - 76.6%],0.2072,84.8,0.84
Cmq_c19Ua_121,Cyo_MSK136,82.10,[78.2 - 85.4%],0.1218,92.94,35.90,[33.5 - 38.4%],0.1144,0.88,70.70,[67.3 - 74%],0.2223,76.7,0.94
