,,Formula 1,,,,Formula 2,,,,Formula 3,,,,G+C difference
FDAARGOS_1055,KPL3804,91.50,[88.5 - 93.8%],0.0725,97.78,83.20,[80.4 - 85.7%],0.0197,92.73,92.70,[90.4 - 94.5%],0.0908,99.7,0.05
FDAARGOS_1055,KPL4035,88.30,[84.9 - 91.1%],0.0898,96.65,77.70,[74.7 - 80.4%],0.0262,88.58,89.40,[86.5 - 91.7%],0.1136,99.33,0.04
FDAARGOS_1055,KPL4072,90.10,[86.9 - 92.6%],0.0804,97.32,82.10,[79.2 - 84.6%],0.0210,92.04,91.50,[88.9 - 93.5%],0.0997,99.59,0.01
FDAARGOS_1055,LK1134,93.30,[90.6 - 95.3%],0.0619,98.28,86.40,[83.8 - 88.7%],0.0160,94.41,94.50,[92.5 - 96%],0.0769,99.81,0.20
FDAARGOS_1055,MSK071,93.30,[90.6 - 95.3%],0.0619,98.28,84.30,[81.6 - 86.7%],0.0184,93.38,94.30,[92.2 - 95.8%],0.0791,99.8,0.05
FDAARGOS_1055,MSK163,91.90,[89 - 94.1%],0.0702,97.9,83.20,[80.3 - 85.6%],0.0197,92.72,93.00,[90.7 - 94.8%],0.0885,99.72,0.06
FDAARGOS_1055,MSK185,92.50,[89.6 - 94.6%],0.0670,98.05,83.60,[80.8 - 86.1%],0.0192,92.98,93.50,[91.3 - 95.2%],0.0849,99.75,0.20
FDAARGOS_1055,MSK194,92.10,[89.1 - 94.3%],0.0693,97.95,83.20,[80.3 - 85.6%],0.0197,92.73,93.20,[90.9 - 94.9%],0.0876,99.73,0.06
FDAARGOS_1055,P5_C4,87.60,[84.1 - 90.4%],0.0936,96.33,77.00,[74 - 79.8%],0.0269,87.96,88.70,[85.8 - 91%],0.1180,99.22,0.14
FDAARGOS_1055,P7_C1,90.70,[87.5 - 93.1%],0.0772,97.52,80.60,[77.7 - 83.3%],0.0226,91.07,91.70,[89.2 - 93.7%],0.0980,99.61,0.07
FDAARGOS_1055,P7_F1,90.90,[87.8 - 93.3%],0.0759,97.59,80.70,[77.8 - 83.3%],0.0226,91.08,91.90,[89.4 - 93.8%],0.0968,99.63,0.10
FDAARGOS_1055,SB,79.80,[75.8 - 83.2%],0.1334,90.81,66.90,[64 - 69.8%],0.0405,72.06,80.20,[76.8 - 83.2%],0.1685,95.57,0.96
FDAARGOS_1055,YSMAA1_1_C6,91.70,[88.7 - 93.9%],0.0715,97.83,85.80,[83.2 - 88.1%],0.0167,94.13,93.20,[91 - 95%],0.0870,99.73,0.02
FDAARGOS_1055,YSMAA1_2_B7,94.80,[92.4 - 96.4%],0.0530,98.61,88.40,[85.9 - 90.5%],0.0139,95.21,95.80,[94.1 - 97.1%],0.0661,99.87,0.19
FDAARGOS_1055,YSMAA1_2_G9,87.90,[84.4 - 90.7%],0.0924,96.44,82.50,[79.6 - 85%],0.0205,92.32,89.80,[87 - 92%],0.1109,99.39,0.20
FDAARGOS_1055,YSMAA3_1_H1,91.00,[87.9 - 93.4%],0.0754,97.62,83.50,[80.7 - 86%],0.0193,92.92,92.40,[90 - 94.3%],0.0932,99.67,0.01
FDAARGOS_1055,YSMAA5_1_D11,91.00,[87.9 - 93.4%],0.0752,97.63,83.30,[80.5 - 85.8%],0.0196,92.8,92.40,[90 - 94.3%],0.0933,99.67,0.00
